Fuente,Titulo,Resumen de Contenido,Seccion,URL,Fecha
Expansión,Citibanamex espera continuidad económica en el siguiente sexenio,"El economista en jefe de Citi para América Latina, Ernesto Revilla, destacó que el siguiente gobierno deberá también dar prioridad a las finanzas de Pemex.",Economía,https://expansion.mx/economia/2024/03/07/citibanamex-espera-continuidad-economica-en-el-siguiente-sexenio,07/03/2024
Expansión,"Inversión extranjera directa podría superar los 36,000 mdd en 2024: Hacienda","Estaría superando la ""histórica"" cifra del año anterior, dijo Rogelio Ramírez de la O.",Economía,https://expansion.mx/economia/2024/03/07/inversion-extranjera-directa-podria-superar-los-36-000-mdd-en-2024-hacienda,07/03/2024
Expansión,"Sin trabajo y mal pagadas, estas son las desventajas de las mujeres en México","La jornada semanal de trabajo en el hogar no remunerado es más extensa en las mujeres, con un promedio de 32 horas, mientras que en los hombres es de solo 14 horas, dice el Coneval.",Economía,https://expansion.mx/economia/2024/03/07/sin-trabajo-y-mal-pagadas-desventajas-de-mujeres-en-mexico,07/03/2024
Expansión,"La mala y la buena: pepino sube 30%, pero el jitomate baja casi 42% en febrero","El pepino, el gas LP y la cebolla son los productos que más subieron sus precios en febrero, de acuerdo con el Inegi.",Economía,https://expansion.mx/economia/2024/03/07/que-alimentos-subieron-bajaron-de-precio-2024,07/03/2024
Expansión,El nearshoring beneficiará las ganancias y cartera de la banca: Moody´s,"La agencia calificadora destacó que el crecimiento del empleo y bajos costos de operación con modelos digitales, y las necesidades ante la relocalización, favorecerán en el largo plazo a los bancos.",Economía,https://expansion.mx/economia/2024/03/07/nearshoring-beneficiara-bancos-mexico-moodys,07/03/2024
Expansión,"Fed ""no está lejos"" de la confianza necesaria para recortar tasas: Jerome Powell","""Creo que estamos en el lugar correcto"", dijo el presidente de la Reserva Federal ante la Comisión de Banca del Senado.",Economía,https://expansion.mx/economia/2024/03/07/fed-confianza-necesaria-para-recortar-tasas-jerome-powell,07/03/2024
Expansión,El registro de patentes disminuyó en 2023 por primera vez en 14 años: ONU,La incertidumbre económica y sobre todo el alza de las tasas de interés están consideradas como las principales razones de este declive.,Economía,https://expansion.mx/economia/2024/03/07/registro-de-patentes-disminuyo-en-2023-tras-14-anos-onu,07/03/2024
Expansión,Las exportaciones chinas crecen con fuerza en enero y febrero de 2024,El comercio exterior ha sido un factor clave en el crecimiento económico de China en las últimas décadas y ha generado una gran cantidad de empleos en el sector manufacturero.,Economía,https://expansion.mx/economia/2024/03/07/exportaciones-chinas-crecen-en-enero-y-febrero-2024,07/03/2024
Expansión,El compromiso de Citigroup con México es inquebrantable: Jane Fraser,"La CEO de Citigroup destacó que, a pesar de hacer la división del banco en Banamex y Citi México, confían en el liderazgo en la reconfiguración de las cadenas de suministro.",Economía,https://expansion.mx/economia/2024/03/07/jane-fraser-citigroup-destaca-compromiso-mexico,07/03/2024
Expansión,"Las mujeres invierten mejor que los hombres, pero reciben menos pensión","La brecha salarial y las tareas de cuidados perjudican el retiro de las mujeres, advierte el grupo financiero suizo UBS.",Economía,https://expansion.mx/economia/2024/03/07/eres-mujer-podrias-recibir-menos-pension-que-hombres,07/03/2024
Expansión,El déficit comercial de Estados Unidos se profundiza en enero,"Este saldo en rojo del comercio de bienes y servicios con el resto del mundo alcanzó los 67,400 millones de dólares en el primer mes del año, un aumento de 5.1% con respecto a diciembre pasado.",Economía,https://expansion.mx/economia/2024/03/07/deficit-comercial-de-estados-unidos-se-profundiza-en-enero,07/03/2024
