Fuente,Titulo,Resumen de Contenido,Seccion,URL,Fecha
La Jornada,"Como madre y mujer, en la UFC represento el amor y la fuerza: Yazmín Jáuregui   ","Apenas nació su hijo y pudo volver al gimnasio, Yazmín Jáuregui se colgó al hombro la pañalera con los biberones y regresó al trabajo. Había que sortear transporte público y las condiciones climáticas de Tijuana con un bebé en los brazos. Lo más difícil en ese momento era la supervivencia diaria sin un sustento económico estable. La joven era una promesa local de las artes marciales mixtas y hoy es parte del elenco de la empresa internacional UFC, el espectáculo deportivo con mayor crecimiento en el mundo.",Deportes,https://www.jornada.com.mx/2024/03/08/deportes/a11n2dep?partner=rss,08/03/2024
La Jornada,"La maternidad, el motor de la exitosa carrera de Amalia Pérez   ","La maternidad puede frenar o impulsar la carrera de las deportis-tas profesionales. En el caso de la multimedallista paralímpica Amalia Pérez ocurrió lo segundo, pese a que cuando ella se embarazó era muy criticado que una atleta de alto rendimiento decidiera tener un hijo.",Deportes,https://www.jornada.com.mx/2024/03/08/deportes/a11n1dep?partner=rss,08/03/2024
La Jornada,Katia García será árbitra central del Tuzos-Gallos   ,"La silbante Katia Itzel García se convertirá en la segunda mujer en dirigir un partido de la Liga Mx varonil después de que la Comisión de Árbitros la designó para el encuentro de este sábado entre Pachuca y Querétaro, correspondiente a la jornada 11 del torneo Clausura 2024.",Deportes,https://www.jornada.com.mx/2024/03/08/deportes/a12n1dep?partner=rss,08/03/2024
La Jornada,Red Bull suspende a empleada que acusó a Horner de actos inapropiados   ,"Yedá. La empleada del equipo Red Bull cuya denuncia provocó una investigación por conducta inapropiada del jefe de la escudería, Christian Horner, fue suspendida, informó ayer una persona con conocimiento de la medida.",Deportes,https://www.jornada.com.mx/2024/03/08/deportes/a12n2dep?partner=rss,08/03/2024
La Jornada,Sabrina Ionescu rompió estigma de la fragilidad femenina al retar a Curry   ,"En el reciente Juego de las Estrellas de la NBA hubo dos personas lanzando tiros desde la misma línea y encestando casi la misma cantidad de puntos, sólo tres unidades hicieron la diferencia. La escena parece sencilla, pero en realidad fue histórica al romper con “el estig-ma de la fragilidad femenina”, pues los competidores fueron las estre-llas del basquetbol Stephen Curry y Sabrina Ionescu.",Deportes,https://www.jornada.com.mx/2024/03/08/deportes/a10n1dep?partner=rss,08/03/2024
La Jornada,"Casos de Hermoso y Alves, ejemplos del contraste entre valentía e impunidad   ","Los casos de Jennifer Hermoso y Dani Alves son los ejemplos más significativos de los avances y obstáculos que aún existen en la sociedad para enfrentar los abusos y violencia que viven las mujeres. La española Coral Herrera, escritora especializada en temas de géne-ro y doctora en humanidades, señaló los contrastes entre ambos incidentes al indicar que uno refleja impunidad y otro valentía.",Deportes,https://www.jornada.com.mx/2024/03/08/deportes/a10n2dep?partner=rss,08/03/2024
La Jornada,Carlos Fernández-Vega: México SA   ,"A lo largo del  régimen neoliberal, los tecnócratas defendieron hasta el hambre –no la suya, desde luego, sino la de millones de trabajadores– su “tesis” de que aumentar el salario de los mexicanos sólo espoleaba la inflación y, en consecuencia, como parte de su política económica depredadora, aplicaron un bestial control salarial durante 36 años al hilo, con el consiguiente incremento de las utilidades empresariales y, en paralelo, de la pobreza de la población, cuyos niveles de bienestar de por sí estaban en la lona.",Economía,https://www.jornada.com.mx/2024/03/08/opinion/019o1eco?partner=rss,08/03/2024
La Jornada,Exportaciones de México a EU marcan récord en enero    ,"El valor de las exportaciones de México a Estados Unidos comenzaron el año en niveles sin precedente, confirmando la posición del país como principal proveedor y socio comercial de la mayor potencia económica del mundo, revelan datos oficiales de aquella nación divulgados ayer.",Economía,https://www.jornada.com.mx/2024/03/08/economia/019n2eco?partner=rss,08/03/2024
La Jornada,"Garantizada, una transición “suave y ordenada”: SHCP   ","La política fiscal impulsada durante la actual administración ha buscado “salvaguardar la estabilidad macroeconómica y mantener la deuda en una trayectoria estable; este compromiso se mantiene en el último año de este gobierno y hacemos lo que nos corresponde para una transición suave y ordenada”, enfatizó Rogelio Ramírez de la O, titular de la Secretaría de Hacienda y Crédito Público (SHCP).",Economía,https://www.jornada.com.mx/2024/03/08/economia/016n1eco?partner=rss,08/03/2024
La Jornada,Enrique Galván Ochoa: Dinero   ,Un reporte del Inegi indica que el pueblo mexicano es feliz. ¿Tu eres feliz? ¿Qué abonaría a que fueras más dichoso? Este es el tema del sondeo de opinión de esta semana. Las respuestas aparecen en las gráficas.,Economía,https://www.jornada.com.mx/2024/03/08/opinion/006o1eco?partner=rss,08/03/2024
La Jornada,"Bienes raíces y seguros, áreas de equidad laboral    ","Juriquilla, Qro., Las industrias de seguros y fianzas, así como de bienes raíces, son de las más “nobles” en México para que las mujeres alcancen independencia económica, igualdad y equidad en percepciones.",Economía,https://www.jornada.com.mx/2024/03/08/economia/017n2eco?partner=rss,08/03/2024
La Jornada,Julio Hernández López: Astillero   ,"Es evidente la  notable incorporación progresiva de mujeres a cargos de representación política y ejercicio de gobierno. Para no ir tan lejos: la silla presidencial tendrá este año a una mujer como ocupante, por primera vez, y en general se sostiene una proporción paritaria en candidaturas y no tanto, pero también, en gabinetes.",Economía,https://www.jornada.com.mx/2024/03/08/opinion/008o1eco?partner=rss,08/03/2024
La Jornada,Julio Boltvinik: Economía moral   ,"Concluyo hoy  esta serie sobre la estrategia de superación de la pobreza (ESP) en América Latina y el Caribe (ALyC) propuesta por el PNUD en 1990, con la esperanza de que Claudia Sheinbaum (CS) se apropie de lo mejor de ella y la aplique en su gobierno. Dimensión de género. “La perspectiva de género no considera aisladamente a las mujeres, ni las concibe como vulnerables”, empieza señalando DSP y continúa: “Cuestiona, en cambio, la relación entre hombres y mujeres que constituye la problemática de género y se debe restructurar a fondo para facilitar la construcción de una sociedad más equitativa en la dimensión de género, más justa y más humana. El punto de partida de la ESP es el reconocimiento de que las mujeres pobres forman parte no sólo de estratos sociales carenciados, sino también de un género subordinado y oprimido”. DSP sugiere repensar los conceptos económicos básicos a la luz de una visión integral de la sociedad que comprenda el ámbito privado del hogar. “En primer lugar, señala DSP, deben redefinirse el trabajo doméstico y el no remunerado como trabajo productivo e incluirse como tales en las cuentas nacionales y en las estadísticas laborales. En segundo lugar, debe redefinirse el concepto de hogar, eliminando dos supuestos falsos: equidad interna en el hogar y que todos sus miembros participan en la toma de decisiones”. DSP distingue dos niveles de intervención. El primero con implicaciones de restructuración de las relaciones de género a largo plazo: nuevas opciones para las relaciones laborales, la legislación, las responsabilidades en las tareas domésticas, la abolición de la división de género del trabajo (los hombres en tareas remuneradas, las mujeres sólo en las domésticas y reproductivas); para que las mujeres controlen su sexualidad y su capacidad reproductiva, y para eliminar la coerción y la violencia masculina sobre ellas. El segundo se relaciona con acciones prácticas con implicaciones más inmediatas, orientadas a satisfacer los requerimientos de guarderías y otros servicios comunitarios. El derecho al trabajo no se reconcilia fácilmente con la reproducción. Las guarderías de jornada completa son ya indispensables. Estas guarderías, cuando son públicas, pueden tener efectos sinérgicos importantes, pues además del cuidado, proporcionan alimentos subsidiados y pueden estimular la organización autónoma de las madres. Concluye así el texto sobre la dimensión de género de DSP: “Los hogares donde la mujer percibe/controla el ingreso familiar logran un mayor bienestar con los mismos ingresos, lo que refuerza la importancia de liberar trabas para su incorporación sin duplicar su jornada de trabajo.”",Economía,https://www.jornada.com.mx/2024/03/08/opinion/018o1eco?partner=rss,08/03/2024
La Jornada,La misión con Banamex “se ha cumplido”   ,"El motivo por el cual el consorcio estadunidense Citigroup compró al Banco Nacional de México (Banamex), que era tener un banco que ofreciera servicios financieros a empresarios nacionales e internacionales y maximizar las oportunidades de inversión en el país, “se ha cumplido”, afirmaron directivos de la institución financiera.",Economía,https://www.jornada.com.mx/2024/03/08/economia/016n3eco?partner=rss,08/03/2024
La Jornada,Pobreza extrema afecta más a mujeres: ONU    ,"De 46.8 millones de personas que viven en situación de pobreza extrema en México, 53 por ciento son mujeres, resaltó este jueves la Organización de Naciones Unidas (ONU) en un encuentro en el que distintas representantes de la iniciativa privada y gobierno señalaron la urgencia de invertir en medidas destinadas a la equidad de género.",Economía,https://www.jornada.com.mx/2024/03/08/economia/017n1eco?partner=rss,08/03/2024
La Jornada,Prevé SCJN avalar  el tope de 0.57% a la comisión de las Afore   ,La Suprema Corte de Justicia de la Nación (SCJN) podría poner punto final a los juicios promovidos contra el tope máximo de 0.57 por ciento de comisión que hoy cobran las Afore a los trabajadores para administrar su ahorro para el retiro.,Economía,https://www.jornada.com.mx/2024/03/08/economia/019n1eco?partner=rss,08/03/2024
La Jornada,"Nunca hubo como ahora una percepción tan positiva sobre México, destaca economista en jefe de Citi   ","La economía mexicana está viviendo uno de los momentos de mayor atractivo en los mercados internacionales; en parte por su desempeño y otro tanto por los beneficios que está absorbiendo de la relocalización de cadenas de suministro a nivel mundial. “No recordamos que hayamos tenido una percepción tan positiva sobre México como ahora”, destacó Nathan Sheets, economista en jefe de Citi.",Economía,https://www.jornada.com.mx/2024/03/08/economia/016n2eco?partner=rss,08/03/2024
La Jornada,"Ingresos femeninos, 31 por ciento menores que los de los hombres   ",,Economía,https://www.jornada.com.mx/2024/03/08/economia/017n4eco?partner=rss,08/03/2024
La Jornada,Desacelera la inflación más de lo esperado: 4.4% anual   ,"Tras experimentar aumentos durante tres meses seguidos, la inflación de febrero fue de 0.09 por ciento, su menor avance en más de tres años, reportó el Instituto Nacional de Estadística y Geografía (Inegi). A tasa anual fue 4.4 por ciento; ambas mediciones resultaron debajo de lo previsto por analistas.",Economía,https://www.jornada.com.mx/2024/03/08/economia/017n3eco?partner=rss,08/03/2024
La Jornada,Fraudes y abusos en hospitales privados impulsan a crear regulador autónomo   ,"Juriquilla, Qro., Un paracetamol llega a costar hasta 30 veces más en un hospital privado que en la farmacia de la esquina, y a un paciente con seguro de gastos médicos se le prescriben tres o cuatro fármacos, cuando sólo el antibiótico es indispensable, entre otras situaciones.",Economía,https://www.jornada.com.mx/2024/03/08/economia/018n1eco?partner=rss,08/03/2024
La Jornada,Red de indígenas científicas pide que su saber sea considerado en planes de desarrollo del país   ,"Ocho mujeres de los pueblos otomí del estado de México, maya de Yucatán, mam de Chiapas, así como mixteca y mazateca de Oaxaca, crearon la Red de Mujeres Indígenas en la Ciencia (Redmic) con el propósito de desarrollar proyectos transdisciplinarios para generar conocimiento, tecnologías e innovaciones en pro del desarrollo de sus comunidades.",Ciencias,https://www.jornada.com.mx/2024/03/08/ciencias/a06n2cie?partner=rss,08/03/2024
La Jornada,"“No podía creer que mi calentador solar de agua, un invento tan loco, cambiara la vida de las personas”   ","Con las puertas de vidrio de un refrigerador descompuesto, 10 botellas de PET, dos piezas de madera, una manguera y la luz del Sol, Xóchitl Guadalupe Cruz López, una niña de San Cristóbal de las Casas, Chiapas, construyó un calentador solar con capacidad de hasta 50 litros de agua.",Ciencias,https://www.jornada.com.mx/2024/03/08/ciencias/a07n1cie?partner=rss,08/03/2024
La Jornada,"Para Regina Bittencourt, las matemáticas son un juego y propone verlas como obra de arte   ","“Les propongo ver a las matemáticas desde otro punto de vista”, como una pintura, una obra de arte basada en esa ciencia. “Acérquense a ver que son hermosas y entretenidas”, afirma Regina Bittencourt, artista visual originaria de Viña del Mar, Chile.",Ciencias,https://www.jornada.com.mx/2024/03/08/ciencias/a06n1cie?partner=rss,08/03/2024
La Jornada,Mensajes en calles de Nairobi   ,,Cultura,https://www.jornada.com.mx/2024/03/08/cultura/a05n2cul?partner=rss,08/03/2024
La Jornada,Visibilizar el papel de las mujeres en la música “es un acto de justicia para todos”   ,"Visibilizar y reconocer el papel de las mujeres en la música “es un acto de justicia no sólo para ellas, sino también para el público, los estudiantes y todos los que nos dedicamos a esta profesión”, sostiene el compositor y pedagogo José Julio Díaz Infante.",Cultura,https://www.jornada.com.mx/2024/03/08/cultura/a05n1cul?partner=rss,08/03/2024
La Jornada,Las poetas “toman el control de sus voces y se hacen oír” a través de los versos y la prosa    ,"En la actualidad, las poetas utilizan los versos y la prosa para fomentar una sociedad más equitativa, explorar temas profundos y personales, además de “tomar el control de su voz y hacerse oír”, explican Carmen Nozal, Aurelia Cortés Peyron, Eva Castañeda y Melisa Arzate, quienes, en el contexto del Día Internacional de la Mujer, que se conmemora hoy, hablan con La Jornada acerca del impacto de algunas figuras femeninas que las precedieron, así como de su habilidad para reinterpretar y expandir ese legado en nuevas direcciones creativas.",Cultura,https://www.jornada.com.mx/2024/03/08/cultura/a04n1cul?partner=rss,08/03/2024
La Jornada,Tres jóvenes autoras reconocen la “poderosa voz” de sus antecesoras   ,"El nexo entre las escritoras de varias generaciones y los cambios pendientes y necesarios en el ambiente literario son algunos asuntos que las autoras Mónica Rojas, Nadia López García y Jazmina Barrera mencionaron a La Jornada en el contexto del Día Internacional de la Mujer.",Cultura,https://www.jornada.com.mx/2024/03/08/cultura/a02n1cul?partner=rss,08/03/2024
