Fuente,Titulo,Resumen de Contenido,Seccion,URL,Fecha
Expansión,Las mujeres ganan 7.7 dólares por cada 10 que reciben los hombres en el mundo,"Las mujeres en el mundo acceden solo al 64% de la protección legal que ampara a los hombres, informa el Banco Mundial.",Economía,https://expansion.mx/rss/economia.xml,"Mon, 04 Mar 2024 17:51:54 GMT"
Expansión,"Consumo privado avanza 0.2% en diciembre, desacelera el paso","De acuerdo con analistas, el incremento es más a lo estimado por el Indicador Oportuno del Consumo Privado.",Economía,https://expansion.mx/rss/economia.xml,"Mon, 04 Mar 2024 17:06:02 GMT"
Expansión,La gasolina Premium suma cuatro meses sin subsidio,"Desde noviembre, este combustible no ha gozado de estímulo fiscal, a diferencia de la Magna y el diésel.",Economía,https://expansion.mx/rss/economia.xml,"Mon, 04 Mar 2024 11:34:08 GMT"
Expansión,OPEP acuerda extender recorte de producción hasta finales de junio,"Con la medida, las naciones productoras pretenden elevar el precio de la materia prima.",Economía,https://expansion.mx/rss/economia.xml,"Sun, 03 Mar 2024 18:37:20 GMT"
Expansión,La reunión de la OMC cierra sin acuerdos en pesca y agricultura,"La directora general del organismo, Ngozi Okonjo-Iweala, destacó que la reunión tuvo lugar ""contra un trasfondo internacional marcado por la mayor incertidumbre de cualquier tiempo que se recuerde"".",Economía,https://expansion.mx/rss/economia.xml,"Sat, 02 Mar 2024 14:51:48 GMT"
Expansión,Monte de Piedad logra acuerdo con sindicato,El contrato colectivo de trabajo será sometido a votación de los trabajadores.,Economía,https://expansion.mx/rss/economia.xml,"Sat, 02 Mar 2024 01:28:53 GMT"
Expansión,"No solo BBVA, NU México presenta fallas hoy para hacer transferencias",Algunos usuarios reportaron problemas al momento de querer realizar transferencias.,Economía,https://expansion.mx/rss/economia.xml,"Fri, 01 Mar 2024 21:24:06 GMT"
Expansión,Ingresos petroleros y tributarios quedan por debajo de sus metas en enero,En el reporte de Hacienda se observó un crecimiento de 28.6% en el gasto programable.,Economía,https://expansion.mx/rss/economia.xml,"Fri, 01 Mar 2024 21:04:36 GMT"
Expansión,Hacienda reduce el subsidio al diésel,"La cuota por el impuesto IEPS será de 6.08 pesos por litro; para el diésel, un monto mayor al de la semana que termina este viernes, de 5.79 pesos por litro.",Economía,https://expansion.mx/rss/economia.xml,"Fri, 01 Mar 2024 19:40:13 GMT"
Expansión,Analistas privados reducen expectativa de inflación,"Para el 2024, analistas consultados por el Banco de México (Banxico) esperan que la inflación cierre el año en una tasa de 4.10%, desde un 4.17% previo.",Economía,https://expansion.mx/rss/economia.xml,"Fri, 01 Mar 2024 18:24:14 GMT"
Expansión,BBVA reporta fallas en sus sistemas,El banco informó a sus usuarios que sus sistemas presentaban fallas sin especificar si sólo era la app o también en sucursales.,Economía,https://expansion.mx/rss/economia.xml,"Fri, 01 Mar 2024 16:49:44 GMT"
Expansión,"Las remesas se desaceleran en enero y llegan a 4,574.6 mdd","En el primer mes de este año, las remesas que llegaron a México cayeron 16.8% en comparación con el mes previo.",Economía,https://expansion.mx/rss/economia.xml,"Fri, 01 Mar 2024 15:53:10 GMT"
Expansión,Finamex busca capitalizar el nearshoring,"Una de las principales casas de bolsa en México pretende aprovechar esta tendencia, al tiempo que atrae a pequeños inversionistas.",Economía,https://expansion.mx/rss/economia.xml,"Fri, 01 Mar 2024 11:29:32 GMT"
Expansión,"México arranca el año con 52 anuncios de inversión por casi 26,000 mdd",El 62% de los anuncios de inversión corresponde a la industria del sector manufacturero.,Economía,https://expansion.mx/rss/economia.xml,"Fri, 01 Mar 2024 02:34:19 GMT"
Expansión,Trabajadores de Monte de Piedad votarán por continuidad de huelga,"En caso de no llegar a un acuerdo entre la administración y el sindicato de Monte de Piedad esta semana, los trabajadores decidirán si continúa o se levanta la huelga.",Economía,https://expansion.mx/rss/economia.xml,"Thu, 29 Feb 2024 22:12:20 GMT"
Expansión,"En 17 años, participación económica de mujeres en México ha pasado de 43 a 46%",El IMCO apunta que en el país la participación de las mujeres en la economía tiene un retraso importante respecto al promedio de la OCDE.,Economía,https://expansion.mx/rss/economia.xml,"Thu, 29 Feb 2024 22:10:39 GMT"
Expansión,"Se pensionan 72,623 mexicanos con tasa de reemplazo del 72%: Consar","De enero de 2021 a diciembre pasado, 63,360 personas han logrado pensionarse gracias a la reducción de las semanas cotizadas.",Economía,https://expansion.mx/rss/economia.xml,"Thu, 29 Feb 2024 21:34:27 GMT"
