Fuente,Titulo,Resumen de Contenido,Seccion,URL,Fecha
Expansión,Las mujeres ganan 7.7 dólares por cada 10 que reciben los hombres en el mundo,"Las mujeres en el mundo acceden solo al 64% de la protección legal que ampara a los hombres, informa el Banco Mundial.",Economía,https://expansion.mx/economia/2024/03/04/mujeres-ganan-menos-que-hombres,04/03/2024
Expansión,"Consumo privado avanza 0.2% en diciembre, desacelera el paso","De acuerdo con analistas, el incremento es más a lo estimado por el Indicador Oportuno del Consumo Privado.",Economía,https://expansion.mx/economia/2024/03/04/consumo-privado-avanza-0-2-en-diciembre-desacelera-paso,04/03/2024
Expansión,La gasolina Premium suma cuatro meses sin subsidio,"Desde noviembre, este combustible no ha gozado de estímulo fiscal, a diferencia de la Magna y el diésel.",Economía,https://expansion.mx/economia/2024/03/04/gasolina-premium-suma-cuatro-meses-sin-subsidio,04/03/2024
Expansión,OPEP acuerda extender recorte de producción hasta finales de junio,"Con la medida, las naciones productoras pretenden elevar el precio de la materia prima.",Economía,https://expansion.mx/economia/2024/03/03/opep-acuerda-recorte-produccion-finales-junio,03/03/2024
Expansión,La reunión de la OMC cierra sin acuerdos en pesca y agricultura,"La directora general del organismo, Ngozi Okonjo-Iweala, destacó que la reunión tuvo lugar ""contra un trasfondo internacional marcado por la mayor incertidumbre de cualquier tiempo que se recuerde"".",Economía,https://expansion.mx/economia/2024/03/02/reunion-de-omc-cierra-sin-acuerdos-en-pesca-y-agricultura,02/03/2024
Expansión,Monte de Piedad logra acuerdo con sindicato,El contrato colectivo de trabajo será sometido a votación de los trabajadores.,Economía,https://expansion.mx/economia/2024/03/01/monte-de-piedad-logra-acuerdo-con-sindicato,02/03/2024
Expansión,"No solo BBVA, NU México presenta fallas hoy para hacer transferencias",Algunos usuarios reportaron problemas al momento de querer realizar transferencias.,Economía,https://expansion.mx/economia/2024/03/01/nu-mexico-presenta-fallas-hoy,01/03/2024
Expansión,Ingresos petroleros y tributarios quedan por debajo de sus metas en enero,En el reporte de Hacienda se observó un crecimiento de 28.6% en el gasto programable.,Economía,https://expansion.mx/economia/2024/03/01/ingresos-tributarios-petroleros-no-logran-meta-hacienda,01/03/2024
Expansión,Hacienda reduce el subsidio al diésel,"La cuota por el impuesto IEPS será de 6.08 pesos por litro; para el diésel, un monto mayor al de la semana que termina este viernes, de 5.79 pesos por litro.",Economía,https://expansion.mx/economia/2024/03/01/hacienda-reduce-subsidio-al-diesel-precio-gasolina,01/03/2024
Expansión,Analistas privados reducen expectativa de inflación,"Para el 2024, analistas consultados por el Banco de México (Banxico) esperan que la inflación cierre el año en una tasa de 4.10%, desde un 4.17% previo.",Economía,https://expansion.mx/economia/2024/03/01/analistas-privados-reducen-expectativa-de-inflacion,01/03/2024
Expansión,BBVA reporta fallas en sus sistemas,El banco informó a sus usuarios que sus sistemas presentaban fallas sin especificar si sólo era la app o también en sucursales.,Economía,https://expansion.mx/economia/2024/03/01/bbva-falla-app,01/03/2024
Expansión,"Las remesas se desaceleran en enero y llegan a 4,574.6 mdd","En el primer mes de este año, las remesas que llegaron a México cayeron 16.8% en comparación con el mes previo.",Economía,https://expansion.mx/economia/2024/03/01/remesas-se-desaceleran-enero-2024,01/03/2024
Expansión,Finamex busca capitalizar el nearshoring,"Una de las principales casas de bolsa en México pretende aprovechar esta tendencia, al tiempo que atrae a pequeños inversionistas.",Economía,https://expansion.mx/economia/2024/03/01/finamex-aprovechar-nearshoring-mexico,01/03/2024
Expansión,"México arranca el año con 52 anuncios de inversión por casi 26,000 mdd",El 62% de los anuncios de inversión corresponde a la industria del sector manufacturero.,Economía,https://expansion.mx/economia/2024/02/29/mexico-arranca-el-ano-con-52-anuncios-de-inversion-por-casi-26-000-mdd,01/03/2024
Expansión,Trabajadores de Monte de Piedad votarán por continuidad de huelga,"En caso de no llegar a un acuerdo entre la administración y el sindicato de Monte de Piedad esta semana, los trabajadores decidirán si continúa o se levanta la huelga.",Economía,https://expansion.mx/economia/2024/02/29/trabajadores-monte-piedad-votaran-huelga,29/02/2024
Expansión,"En 17 años, participación económica de mujeres en México ha pasado de 43 a 46%",El IMCO apunta que en el país la participación de las mujeres en la economía tiene un retraso importante respecto al promedio de la OCDE.,Economía,https://expansion.mx/economia/2024/02/29/participacion-economica-mujer-mexico-aumento-3-en-17-anos,29/02/2024
Expansión,"Se pensionan 72,623 mexicanos con tasa de reemplazo del 72%: Consar","De enero de 2021 a diciembre pasado, 63,360 personas han logrado pensionarse gracias a la reducción de las semanas cotizadas.",Economía,https://expansion.mx/economia/2024/02/29/mas-72-623-mexicanos-pensionan-72-ultimo-salario-consar,29/02/2024
